Identifier,Title
SITG_0659,REFPU ASSAINISSEMENT (Ligne)
237bda55-20ec-493a-947e-f5bf65df9ca7,Etat des routes selon études Infralab 2013 - Ville de Fribourg
SITG_8305,PLAN GUIDE PERIMETRE PROJET PUBLIC (Surface)
geoportal-726-70,Wildhaus-Alt St. Johann - Gemeindestrassenplan
geoportal-4-99,Ebnat-Kappel - Amtliche Vermessung
geoportal-860-99,Ebnat-Kappel - Planungszonen
geoportal-236-4257,Lupsingen - Fernwärme Gemeinde Lupsingen - Leitungskataster
geoportal-236-4238,Aesch - Kommunikation interGGA - Leitungskataster
SITG_3951,EMPRISE DU LAC LEMAN (Complet)
SITG_0536,INVENTAIRE DES CHANTIERS COMMUNAUX LIES A LA SEPARATION DES EAUX
228edb4a-d10f-4a46-8fb0-e9a97d47e8bb,Plans RF MFA caducs
SITG_5668,REFPU PLANTATION (Point)
SITG_8429,REFPU CESSION (Surface)
C8DC6730-E298-450A-8B06-71BEFF2F73ED,"Fixpunkte Kategorie 2 (amtliche Vermessung) (Lungern, OW)"
geoportal-125-80,Gams - Werkplan Wasser
geoportal-686-32,Muolen - Schutzverordnung Aufarbeitung
geoportal-66-3,Kanton Appenzell Innerrhoden - Jagdreviere
1336fa70-b5ae-42c7-ac6b-823f2faf6cbf,LiDAR Fribourg 2016: MNT
geoportal-178-65,Altstätten - Energieplan
geoportal-860-36,Eggersriet - Planungszonen
geoportal-125-72,Gommiswald - Werkplan Wasser
299e16a9-031e-474a-aaaf-f26e87ff0284,"Geodatenmodell ""NoisePollutionRegisterForRailwayInfrastructure_LV03_V1_1"""
56424a8d-bb09-4f0d-a3dc-d40000f3b441,"Geodatenmodell ""NoisePollutionRegisterForMilitaryShootingRanges_LV95_V1"""
geoportal-886-100,Hemberg (vor Fusion) - Auszonung
geoportal-371-3,Kanton Appenzell Innerrhoden - Orthofoto Kanton AI
d499d346-8679-45ab-8aa3-4325f2907b8c,Limites des zones agricoles de la Suisse (VS)
6f223a9e-54ff-451e-991f-0f372c2bccc2,"Geodatenmodell ""swissTLMRegio_ILI2_LV03_V1"""
geoportal-125-52,Zuzwil SG - Werkplan Wasser
0fa4ce66-3698-4f3b-9335-0a1b1ac66526,WMS GeORG Temperatures data
geoportal-125-108,Jonschwil - Werkplan Wasser
geoportal-149-113,Oberbüren - Werkplan Elektrizität
geoportal-1136-33,St.Gallen - Zonenplan projektiert
09e50e6f-67ec-4892-b993-94686b0d9739,Atlas Welten&Sutter
geoportal-282-94,Kaltbrunn - Steuerung Schutzraumbau
geoportal-366-56,Waldkirch - Orthofoto Waldkirch
95a54365-1d6a-44aa-8bff-d27e439f8ff2,Éducateurs canins (Canton de Fribourg)
a3d12e54-6800-4afb-a9f9-61181c80c423,Emissions de PM10 en 2016 par habitant
geoportal-881-4017,Hüttlingen-Mel - Werkplan Abwasser TG12
7f662008-7236-4e84-a448-8e8037521e1f,geodienste.ch WMS Landw. Bewirtschaftung: Biodiversitätsförderflächen Qualitätsstufe II und Vernetzung
47dca6e8-a7ca-4c32-b3b0-03a23c8481cc,Sportanlagen Emmen
geoportal-215-33-7993,St.Gallen - Gebäude- und Wohnungsregister GWR
SITG_1711,REFPU VOIE COMMUNICATION ACCES ADOPTE (Surface)
a876ac88-2d16-4c82-a57f-2e87e005616e,Massnahmenkarte Wald
geoportal-70-2-82,Kanton Appenzell Ausserrhoden - Amphibienvorkommen
geoportal-153-65,Altstätten - Schutzverordnung
SITG_5222,PLAN DIRECTEUR CANTONAL - PROJETS D'URBANISATION (surfaces)
geoportal-860-88,Pfäfers - Planungszonen
da028a22-9dd4-469d-a82c-3791ab909f18,Daten der amtlichen Vermessung (Gemeinde Diepflingen)
geoportal-236-4051,Laufen - Kommunikation Schweizerische Bundesbahnen - Leitungskataster
080fc4b7-6c4d-456a-86e5-313f17cc4084,Carte non-connectivité - Surfaces non-végétales en Ville de Fribourg 2022
8162b6fe-e9e4-4864-9f17-72e372a5f55a,"Monatliche Erosionsrisikokarten des Schweizer Dauergrünlands, mittlerer Bodenabtrag in Tonnen/(ha*Monat), Mai"
91760f74-8597-44d0-941c-6227121e5c11,Luftbelastung durch Feinstaub PM10
geoportal-1138-54,Gaiserwald - Sondernutzungspläne Aufarbeitung Kt SG
SITG_8011,REFPU COUPE (Ligne)
geoportal-156-26,Rehetobel - Zonenplan Schutz
1285CD66-D0E3-482A-A21A-AE960E27FCDC,"Grundstücke (amtliche Vermessung) (Stansstad, NW)"
geoportal-153-100,Hemberg (vor Fusion) - Schutzverordnung
000336c5-ce51-4518-a5f9-957da8c9c57e,Kommunaler Nutzungsplan (Gemeinde Hölstein)
9af0caea-7768-4721-a646-32e8dff8229a,RDP Zonenplan Wolhusen
SITG_9594,POLICE - CENTRES POUR REQUERANTS D'ASILE
geoportal-4-4888,Naters - Amtliche Vermessung
SITG_2783,REFPU PLANTATION ADOPTE (Point)
1cd0d8ca-2af7-4a04-a4e4-0ff974d2a9ab,Zones tarifaires de la Ville de Fribourg
geoportal-360-32,Muolen - Orthofoto Muolen
geoportal-1138-101,Lichtensteig - Sondernutzungspläne Aufarbeitung Kt SG
32fdb6be-a01e-47b8-ac0e-d59fc5266b41,Route Wischmaschine
cf0a29a4-8af9-440b-bce4-b5f7793cb191,Statistique de la population 2010-2023 (VS)
geoportal-44-103,Kirchberg SG - Stand der Erschliessung
geoportal-125-87,Mels - Werkplan Wasser
cd5dbc90-4e53-4cfa-8006-011602d19061,Leitungskataster Strom der Gemeinde Hirschthal
03eab183-414e-4a5f-a247-b039eb406ee1,Retentionsanlagen
geoportal-121-86-10065,Flums - Werkplan Gas
geoportal-1266-74,Bütschwil-Ganterschwil - Leitungskataster Gas
ac2a41f0-a08c-44e8-8ee9-fecb8501911e,Gefahrenkarte Intensität Fulach plus GEP (HQ 100)
geoportal-416-56,Waldkirch - GEP Zustandsbericht Gewässer Gde SG AR AI
5f41446c-050a-41ea-b3ae-653fe877d9f6,Daten der amtlichen Vermessung (Gemeinde Wenslingen)
A6F1409A-7434-4489-9688-8B78D5864FAC,"Nutzungsplanung (Dallenwil, NW)"
a48d8e7e-461b-42f9-a48e-bfa7f60ef850,LiDAR Nicht-Bodenpunkte roh 2012
382af288-8706-4512-891d-80d596f520a7,Couverture du sol du modèle MOPplusFR
4d63fbed-521a-496e-bf00-fd23f300da57,Amtliche Vermessung GEOgraf 1:500
SITG_6862,DOMAINE ROUTIER - PAR REVETEMENT NIVEAU I EN DESSOUS DU SOL
d809d578-b6ed-417b-a3e3-873894886e76,Périmètres d'études des dangers hydrologiques
2c7c9875-2a15-4fee-9250-82fbc2990d0e,Géomètre conservateur pour la Ville de Fribourg
d7466e3b-55a9-4586-aa50-e950f9ae9330,RDP Zonenplan Weggis
9a518b95-71cb-4cc1-8a19-dbb17723a486,"Leitungskataster Abwasser, Elektrizität, Television, Wasser der Gemeinde Muhen"
04ac5d37-cc12-42ee-8269-864d8a95d7dc,Strassenlärm-Katasterpläne
geoportal-686-89,Quarten - Schutzverordnung Aufarbeitung
SITG_3299,AGGLO - SCHEMA CYCLABLE
geoportal-44-12,Herisau - Stand der Erschliessung
d3c163ce-4d4d-4ae6-8f19-c67487fe985c,Verdachtsflächen
2d4aa7b7-4c93-4507-acbe-3b51cd661545,swissBOUNDARIES3D (TG)
geoportal-118-17,Urnäsch - Werkplan Abwasser
geoportal-83-107,Flawil - Werkplan Fernwärme
geoportal-125-15,Schwellbrunn - Werkplan Wasser
a562b6b4-b3e8-479a-a1c4-5f79e775e723,"Modelldokumentation ""Baulinien Starkstromanlagen"""
geoportal-393-3,Kanton Appenzell Innerrhoden - Lärmkataster
89c3caf4-cc8b-469d-ab06-3003a807009d,"Modelldokumentation ""Datenmodelle der nicht-vektoriellen Geobasisdaten der Landesgeologie: geologisches, geophysikalisches und geotechnisches Kartenwerk (Pixelkarten)"""
121f1741-feda-4a82-80f2-62d296c8bece,Laichplätze Bachforellen 2019
5ca03814-8165-49e8-a7a4-4d62a0a1fcec,Photos aériennes 1995 IR
SITG_5702,REFPU DOMAINE PUBLIC ADOPTE (Surface)
1ccfb0f2-b411-4171-9104-3ada4cc28af5,"Modelldokumentation ""swissBOUNDARIES3D"" - V1.5"
cee41ed4-57a5-4786-94af-c9d4018e0f62,RDP Bebauungspläne Sursee Isebahn-Vorstadt
geoportal-125-90,Sargans - Werkplan Wasser
5D661BB8-4834-42AC-84F6-46F30B6FA44E,"Kantonales Inventar der Flachmoore von nationaler, regionaler und lokaler Bedeutung (OW)"
de4f6916-c1ae-450c-98ec-9a995ce0eb89,"Terrainmodell (DTM) 2012, 2m-Punktgitter"
5ca81599-8e66-43df-9615-8d18ff8a5c4f,Photos aériennes 1993 NB
SITG_5688,SITES PRIORITAIRES DES PLANTES VASCULAIRES
2f89a4f0-da07-4d17-bd3d-924f2e9611df,Baulinien kommunal (kommunale Nutzungsplanung) (Gemeinde Burg im Leimental)
F86082A8-5E32-412B-BBE4-8AB3D15C6D02,Chemins de randonnée pédestre
f5376bcd-4449-444f-a727-0b33d7ed4e2a,Répartition par commune du personnel de contact au SEn
8cf3308e-5f72-45e8-88d4-0552cefe864d,Baustellenspiegel
6be23dc9-f054-420f-8efc-a45cdfdec1f0,Leitungskataster (Gemeinde Duggingen)
geoportal-157-90,Sargans - GEP Zustandsbericht Versickerung Gde
d5256e5a-0142-4f53-b3de-6146a3a1e239,Daten der amtlichen Vermessung (Gemeinde Hölstein)
geoportal-125-29,Walzenhausen - Werkplan Wasser
0ff87bdf-3155-4a47-9ac9-44bc7e53c509,Inventaire fédéral des gazons flottants (FR)
5a5d52d5-b148-4e56-987c-9d4b2ea76ab4,Perimeter Elektrizitaet Elektrizitätswerk Schwyz AG (Nieder- u. Mitteslspannung)
geoportal-309-97,Schmerikon - Strassenbilder
d89c1fe5-62f9-4e04-be32-2f24c920191d,Datensammlung des Bundesamtes zur Störfallverordnung / Strassen
df41143a-a1a7-434f-833d-02291690068b,Points de rencontre d'urgence
789d245b-f97d-4548-9fcf-f9520ec6a114,Klimaanalysekarte 2030 Tag (14 Uhr)
da7ca148-09f8-45c7-861f-d0ec7b1ec0e4,Couverture du sol
d74e8d9a-40dc-43f9-a0fd-1e511619ae60,Plan de la Ville de Fribourg de 1964 (BCU)
geoportal-686-72,Gommiswald - Schutzverordnung Aufarbeitung
35106a50-1407-4631-beba-695ac075fbea,Inspection du feu - Ville de Fribourg
98158d6b-2b7a-4272-9708-6bee40d6b47f,"Modelldokumentation ""Steinbockkolonien (inkl. Winter- und Sommereinstands-gebiete)"""
37991e3e-ce33-4a4e-8afc-7a509fc08ef0,Nachführung der amtlichen Vermessung
b1dea79a-674f-491d-b51e-c0bc30c2e22d,Nuitées touristiques du Rhin Supérieur en 2010 par type d’hébergement
SITG_1350,RESEAU TPG - ARRETS
SITG_0633,VILLE GE - SECTEURS DES POSTES DE LA POLICE MUNICIPALE
geoportal-153-98,Uznach - Schutzverordnung
SITG_3899,INFOMOBILITE -  CAMERAS DE SURVEILLANCE DU TRAFIC
e494a28a-bd68-466c-b0ac-f707b1b0a877,"Geodatenmodell ""kt_Flachmoore_V1_1"""
ad461ba4-159d-4e45-8831-ad0f61ad8097,GeoMol - modèle Fribourg
369840e3-6e6b-4417-bb0f-bf3655b51e02,Klimaanalysekarte Nacht (4 Uhr)
geoportal-88-2,Kanton Appenzell Ausserrhoden - Gewässerraum
1c83e965-f42f-4c83-9d05-054d71f58f69,Leitungskataster Erdgas der Gemeinde Rupperswil
geoportal-689-74,"Bütschwil-Ganterschwil - Sondernutzungspläne, kommunal Kt SG"
5e10be5d-e887-4d33-ae14-f7b95e815232,Geochemischer Bodenatlas der Schweiz: Molybdän
e0ffabb9-5578-4e85-bf54-112d6e405ba4,Mächtigkeit Hauptrogenstein
SITG_6808,AGGLO - ZONES NATURELLES D'INTERET ECOLOGIQUE ET FAUNISTIQUE
geoportal-408-69,Neckertal (vor Fusion) - GEP Zustandsbericht Gefahrenbereiche Gde SG AR AI
688ce8f8-5db2-4460-ae05-70be27dd14d3,Leitungskataster (Gemeinde Känerkinden)
42c62631-5c34-4153-a5b7-e34ea3170731,Waldentwicklungsplanung Planungsperimeter
7e639382-0a04-4219-a860-5950b86f90ec,"Augusta Raurica: Römische Böden, nicht römische Böden"
e71f968d-9401-419e-ade4-9cbd2de12708,"Modelldokumentation ""Bundesinventar der Amphibienlaichgebiete von nationaler Bedeutung"""
fa4ff36d-5898-4ec3-89eb-09946a9b309c,"Geodatenmodell ""UNESCO_Kultur_V1"""
geoportal-7-61,Oberegg (Bez) - Zonenplan
2a7ebd05-0b1e-4ad8-8d0a-cce81e854b12,Wasserspeicherkapazität Waldböden
geoportal-236-3940,Brienzwiler - Abwasser Gemeinde Brienzwiler - Leitungskataster
SITG_2681,REG (RÉSEAU ÉCOLOGIQUE GENEVOIS) - CONTINUUM JAUNE (OUVERT) - CONFLITS
e956053c-5876-4571-b32b-fb1d57ef04a2,Gefahrenhinweiskarte Kanton Schaffhausen
ec171f61-cefe-4d44-af2e-19b361739950,Alpages et clôtures à moutons
SITG_2798,ESPACES INTERDITS AUX CHIENS
F97AA254-A946-4239-B6A4-8DD72BA3F552,Wärmenutzung (Erdsondenkataster)
D8BBD851-C894-44E2-8E42-90C5587D6CE8,Naturgefahren Nachweise (NW)
29F930F8-1460-46BC-B436-719D9755C8DC,Objektschutzmassnahmen Beispiele (NW)
c47435c5-05c2-4c52-99e4-1af0a7f9a213,Canopée de la Ville de Fribourg (2014)
caeb9e27-2327-49fb-a3ac-26801f286600,"Modelldokumentation ""Kantonales Inventar der Amphibienlaichgebiete von nationaler, regionaler und lokaler Bedeutung"" - V1.1"
geoportal-415-24,Heiden - Richtplan kommunal
2b74ff0a-99bd-4291-8a49-ff9fe7b66e1e,RDP Baulinien Wolhusen
SITG_4420,INVENTAIRE PBC - COLLECTIONS
d12e9a86-c5fb-4111-8657-ba586bcf6dc3,Anschlussdaten Verteiler und Trafostation
geoportal-1140-102,Oberhelfenschwil (vor Fusion) - Gemeindestrassenplan Aufarbeitung
geoportal-860-19,Gais - Planungszonen
add843c2-3951-4a17-8330-7381a6bc0db4,Routes principales suisses (ORGT - OUMin)
4594e6c8-0e80-421b-a000-a0a9520a50f1,"RDP Leitungskataster Wasser Inwil Schwerzlen, Ober-Pfaffwil, Reussboden"
geoportal-1137-79,Buchs SG - Schutzverordnung projektiert
6cf3acae-7f54-495a-a23a-2626c7b4a09a,Kommunaler Nutzungsplan (Gemeinde Buus)
SITG_7472,INVENTAIRE FÉDÉRAL DES SITES CONSTRUITS D'IMPORTANCE NATIONALE À PROTÉGER EN SUISSE
geoportal-1421-3,Kanton Appenzell Innerrhoden - Grenzen Kt
95a1ec56-6e06-4f02-856b-a88849de3a7c,Statische Waldgrenzen (Gemeinde Ormalingen)
geoportal-263-20,Speicher - GEP Zustandsbericht Kanalisation Gde
b4c7a17f-6ece-4f07-ad23-a90f0eac8852,Drainages: Tranchées en graviers
562b99cd-7e59-4481-9a05-fd1fc0a79c5a,RDP Leitungskataster Wasserversorgungsgenossenschaft Neuenkirch-Hellbühl
4941531b-0bbe-4cc2-93b8-5f98deded0ac,Photos aériennes 1992 IR
geoportal-1137-85,Bad Ragaz - Schutzverordnung projektiert
6b4cf99e-6c27-4f51-85b8-b33832f8a462,Gemeinde Ferenbalm - Geodaten
SITG_4346,RDPPF - SURFACES INCONSTRUCTIBLES
geoportal-686-85,Bad Ragaz - Schutzverordnung Aufarbeitung
geoportal-149-107,Flawil - Werkplan Elektrizität
83df3c7a-4372-404e-8d08-ee6fedd41f76,Points d'observations pour les comptages des bouquetins
SITG_4058,PLAN DIRECTEUR CANTONAL - GRANDS PROJETS (surfaces)
geoportal-121-132-5124,Schwende (Bez) (vor Fusion) - Werkplan Gas
geoportal-4-5003,Collex-Bossy - Amtliche Vermessung
a585ac7d-b47a-4226-80d6-3dc99f7e9684,"Geodatenmodell ""swissTLM3D_ili2_LV03_V1_5"""
c9ce1e87-27e0-4244-ac08-f102e5ffa789,Statische Waldgrenzen (Gemeinde Reigoldswil)
geoportal-1140-91,Vilters-Wangs - Gemeindestrassenplan Aufarbeitung
geoportal-55-3,Kanton Appenzell Innerrhoden - Landwirtschaftliche Nutzflächen
1efeeb8a-60a9-4131-a116-ea9140e03fdd,"Modelldokumentation ""Biotopwert des Bestandes"""
9e9c5d9a-338b-4270-844a-dcd853b4cf58,Cadastre de bruit des chemins de fer
SITG_3958,POLICE - LIEUX DE REFERENCE
geoportal-860-14,Schönengrund - Planungszonen
79195b65-bbaf-4eb2-aafa-386dd34ea454,"Modelldokumentation ""Haltestellen des öffentlichen Verkehrs (GeoIV-ID 98)"""
geoportal-7-21,Teufen - Zonenplan
SITG_4024,MURS ANTIBRUIT (MESURE D'ASSAINISSEMENT OPB)
066fb2a5-2c97-42af-b682-19fa74f7d82b,Leitungskataster (Gemeinde Arisdorf)
92BF2AEF-6934-4911-8A48-1397BFA5AEE0,Ruhezonen für Wildtiere (inkl. Routennetz) - Ruhezonen (OW)
36d8f2b7-14b7-428a-b118-54813a3da242,Zivilschutzorganisationen
geoportal-689-48,"Amden - Sondernutzungspläne, kommunal Kt SG"
d8d438d7-bb91-4683-bac6-1b0e59678dcc,Betriebszählungen und Statistik der Unternehmensstruktur
71eea42e-cbca-40b2-bff7-a3fa7c4a315b,Gebiete mit geringer Prävalenz (Feuerbrand)
geoportal-299-14,Schönengrund - Energy-GIS
E8F2C5B2-C161-4236-B903-F50C5A83F795,Werkinformation Kabelmedien Beleuchtung Stans (NW)
geoportal-1095-3,Kanton Appenzell Innerrhoden - Schleppschlauchpflichtflächen
SITG_5003,SIGNALISATION LUMINEUSE - ARMOIRES DE GESTION DU TRAFIC
9334f932-8c2d-4214-875b-fbab7c903036,"Modelldokumentation ""Sachplan geologische Tiefenlager"""
1e1161c1-5ad8-4ab3-83a7-441a878293c5,Plan de la Ville de Fribourg de 1906 (BCU)
657d4f58-c892-4acb-bfa3-883324527ff6,Plans de la Ville de Fribourg de 1879 (BCU)
684e0c3b-7425-4c54-96f7-5e2b32c829b6,Strassenzustand
geoportal-1137-111,Niederbüren - Schutzverordnung projektiert
96C6E998-1D0D-4017-A9EB-E753B243C741,"Siedlungsleitbild (Hergiswil, NW)"
1e63c073-f4bc-49f2-b963-0de8d11cf6bd,Centrales nucléaires du Rhin Supérieur 2012
30b22e49-7ef5-4fa6-b957-7b38cc3beb27,Gewässer der Übersichtskarte 1:2 Mio
geoportal-734-3,Kanton Appenzell Innerrhoden - Jagdbanngebiete AI
SITG_8933,NAVIGATION DE PLAISANCE - CORPS MORTS
e07b4133-051f-4afd-9b98-35af834ef180,Vegetationshöhenmodell
geoportal-689-78,"Rüthi SG - Sondernutzungspläne, kommunal Kt SG"
bb64122f-b441-4c0f-83ab-56b425c55092,Projets routiers
49bd0897-c585-4cb8-aa2d-6fb122e5799f,Orthofoto Basel-Landschaft 2001
9997A7E2-8908-436F-9814-81A0AA25E9E9,Tankkataster (TKAT)
SITG_9416,DISTRIBUTION ESPECES PISCICOLES DANS COURS D'EAU
SITG_9515,RESEAU TPG - SUSPENSIONS
geoportal-236-5283,Buus - Kommunikation Cablecom - Leitungskataster
36597072-8b3b-4abb-b920-63aac9b7f39b,"Geodatenmodell ""RoadTrafficAccidentLocation_V1"""
2baf1cac-0313-4a59-9b2c-05ed1b470403,geodienste.ch WMS Inventar der bestehenden Wasserentnahmen
7e656688-41e8-404d-9329-806fe94da041,Augusta Raurica: Rohstoffabbau
SITG_4680,SCHEMATIQUE DES COLLECTEURS DE DRAINAGE AGRICOLE
SITG_6678,RDPPF - LIMITES STATIQUES DE LA FORET
01761083-dad5-4699-b1ae-b499783fe8bc,Leitungskataster (Gemeinde Wintersingen)
818b8df4-8502-44a1-a398-f6ee2f7334e8,WMS GeORG Gas storage data
BA5D9343-3583-4A95-9EA7-EAB819A487BD,PGEE_Impacts des rejets aux cours d'eau
geoportal-93-2,Kanton Appenzell Ausserrhoden - Gewässer 1:200'000 (GWN200)
geoportal-56-4655,Herznach-Ueken - Eigentümerdaten
ff765f3d-5845-4c94-af14-16751e3c4bc1,"Modelldokumentation ""Kantonales Inventar der Amphibienlaichgebiete von nationaler, regionaler und lokaler Bedeutung"""
geoportal-951-80,Gams - Schutzinventar der Bau- und archäologischen Denkmäler
aea5601d-32b4-4122-80a6-90a9d65de13d,Eichenvorrangflächen
1ff76bed-ca01-4464-8157-955a0f4eaeda,Abwasserbewilligungen SEL
ed1931ac-81bc-4517-9860-80090e530e33,Restwasserkarte Schweiz: Wasserrückgabe
geoportal-309-70,Wildhaus-Alt St. Johann - Strassenbilder
54d6dc87-4e79-47b6-9f96-bc3fc1dfe5fd,Kantonaler Richtplan (KRIP)
b59015a7-a0bf-4fff-a835-b837874d48ce,"Bau-, Strassen- & Weglinien Basel-Stadt"
70efee6e-23b5-4c2b-b2bb-cb5b63b13274,Carte de l’aléa ruissellement
geoportal-1106-4347,Schloss-Herdern - Werkplan Weitere Medien
926dee6f-b7b9-4e0c-baeb-0341c68754ce,Leitungskataster (Gemeinde Diegten)
SITG_9004,POLE MEDICO-PSYCHOLOGIQUE DE L'OFFICE MEDICO-PEDAGOGIQUE
geoportal-1136-54,Gaiserwald - Zonenplan projektiert
95182521-0215-488c-af93-538e809af039,"Modelldokumentation ""Stichprobennetz"""
DF433D95-1D80-4F6F-A2EE-5C1E1951A6C2,"Fixpunkte Kategorie 2 (amtliche Vermessung) (Sarnen, OW)"
geoportal-125-4108,TBW Technische Betriebe Weinfelden AG - Werkplan Wasser
82ab1ce9-14cb-4e3e-a64d-1e98d9556415,RDP Zonenplan Ufhusen
5b4cae8e-13e1-4613-8459-fafa1595edaa,"Geodatenmodell ""HousingInventory_V1"""
aec45ab7-0698-4afb-b54c-0ac0bfc7cd2c,"Parcours comptage du bouquetin, du cerf, du chevreuil , du lièvre et du loup"
SITG_6188,REPARTITION REGIONALE GARDES DE L'ENVIRONNEMENT - POSTES
29e936e5-e195-4b00-8f20-aa2724eb7a4e,"Geodatenmodell ""RestrictionsNavigationInterieure_Catalogues_V1"""
49bfbda2-e297-4baf-9c3f-bd5120a39016,Desserte forestière
2e239891-e647-4599-9ec8-16c0558ec61c,Néophytes
a92fef98-1492-4a69-b9cb-d3dc5bc7900b,Inventaire fédéral des sites marécageux d'une beauté particulière et d'importance nationale (VS)
b54d8044-e18e-4d1e-8ffd-c8d0a70e5805,Débits Q 347 (ancien)
36eb3740-f0b3-4bc5-a071-66d7b517ed05,Kommunaler Nutzungsplan (Gemeinde Buckten)
geoportal-118-79,Buchs SG - Werkplan Abwasser
ddb3a0e1-cb8e-4a98-ae9e-fcfa3d9d13b7,Landw. Bewirtschaftung: Bewirtschaftungseinheit 2022
735d071d-415b-4ce1-a5bd-5e120ea95eac,Gewässerschutzbereich Au
01b579d1-0435-4699-80dd-b83b7177fd46,Belagszustand Kantonsstrassen: Erhebung 2023
de5e0230-9759-4bd7-ba6a-6056629e4415,Sondernutzungsplanung Gemeinde Ingenbohl
f02c82d1-18b6-4b04-8b88-17730707a75f,Waldabstandslinien Gemeinde Unteriberg
4083a774-b435-4c40-99d9-a32e9c76bf62,Gewässerraum Gemeinde Lachen
cb589a10-51f4-4f0b-a5ff-1b3d2c36bad9,"Lärmempfindlichkeitsstufen (in Nutzungszonen),  Gemeinde Feusisberg"
97357ef0-5497-4355-9117-7d6c719feee8,Waldabstandslinien Gemeinde Illgau
f27aa729-5155-4c75-b6f2-0f2a0ac3971a,"Planungszonen, Gemeinde Sattel"
5d1f0897-7380-4627-9757-f3a8c4a2e618,Raumbedarf der Schwyzer Fliessgewässer
d417dfb3-b1a5-40b3-9a09-8c2a92a7f6f9,"Planungszonen, Gemeinde Muotathal"
292e9f31-05a4-4113-a74d-b90793205d6c,"Lärmempfindlichkeitsstufen (in Nutzungszonen),  Gemeinde Oberiberg"
94e8c91a-ebc3-4b3e-a799-b9361ce81bbb,Nutzungsplanung kantonal Bereich Natur- und Heimatschutz Hopfräben
d22ffd75-b732-4f40-8b4e-367295878ae8,"Planungszonen, Gemeinde Wangen"
e7287fb7-2c45-441c-a5fa-f0a993a833de,Waldabstandslinien Gemeinde Feusisberg
baf5e94c-9bbd-4956-9882-c7e3c02fca7d,Nutzungsplanung kommunal Gemeinde Arth
3265364b-5fa1-4d5c-8f9a-350e94263542,"Planungszonen, Gemeinde Steinen"
9575025d-4ee0-4277-bb30-2d1bb5f07db2,"Leitungskataster Abwasser, Gemeinde Ingenbohl"
308deb9d-ae1a-4ee2-ba67-9a701382fdf5,Landw. Bewirtschaftung: Perimeter LN- und Sömmerungsflächen 2022
d5d0eab9-03c3-411d-ba80-49e7df3de7a8,"Leitungskataster Abwasser, Gemeinde Schübelbach"
f290debd-d7ea-48a7-9b72-27a4801ac2d4,Gewässerraum Gemeinde Unteriberg
5538823a-b139-4f60-9265-43b45e9bf8be,Landw. Bewirtschaftung: Biodiversitätsförderflächen Qualitätsstufe II und Vernetzung 2022
348ba973-63f3-4178-a941-a7372831a8f9,Gewässerraum Gemeinde Galgenen
58d631dc-30d4-4a97-a44e-357ba21a39ea,"Lärmempfindlichkeitsstufen (in Nutzungszonen),  Gemeinde Unteriberg"
ead3e33a-9909-43b9-9d2f-c57e862fdc6b,Landw. Bewirtschaftung: Biodiversitätsförderflächen Qualitätsstufe II und Vernetzung 2024
64d0f1a2-7254-4834-bf6a-8d8caca65b00,Anlagen (Geschiebehaushalt)
0c634388-8987-4435-bb1b-566c2c6e4788,"Planungszonen, Gemeinde Steinerberg"
41c3940d-4130-4cb2-a614-f4d45da1a809,Gewässerraum Gemeinde Küssnacht
f5f5e889-d2bf-446d-b231-dd6be6053379,"Lärmempfindlichkeitsstufen (in Nutzungszonen),  Gemeinde Ingenbohl"
f424717b-9be3-4de8-a9d5-97b855768a35,Gewässerraum Gemeinde Feusisberg
ed06c3ca-1033-4829-89f9-ddbf1c7962c1,Nutzungsplanung kantonal Bereich Natur- und Heimatschutz Nuoler Ried
b3d24b10-d623-4341-bef8-8dc78b4073e9,"Planungszonen, Gemeinde Rothenthurm"
51f42507-a1fb-4a15-88f8-6c4d539339eb,Gewässerraum Gemeinde Freienbach
821cb968-c325-4946-abb0-69435fe66b44,Rebbaukataster 2022
519b21c9-5640-4e0b-b5a5-75f604332fd8,Gewässerraum Gemeinde Lauerz
b16df586-4114-4136-89b8-3c894d54424e,Vegetationshöhenstufen pro Waldregion
ed480df4-351f-4b93-acc2-0087eb933280,Wasserpflanzen
08b50dca-dbf9-46ff-8331-6da64c7216a8,"Lärmempfindlichkeitsstufen (in Nutzungszonen),  Gemeinde Galgenen"
fc96283b-05d3-498a-a577-806620dde332,Nutzungsplanung kantonal Bereich Natur- und Heimatschutz
646c845a-06f8-4564-9354-a7422cbf6c89,"Lärmempfindlichkeitsstufen (in Nutzungszonen),  Gemeinde Steinen"
333a9e0d-0d40-4170-b24c-8c58e6024974,"Planungszonen, Gemeinde Arth"
77711c58-38d7-4dea-a43d-272e0b38eede,Sondernutzungsplanung Gemeinde Muotathal
ac6ec942-f362-4c14-abb1-ec6754244846,"Planungszonen, Gemeinde Morschach"
fe30dc89-e701-45fc-879f-04fd1577dbaf,Belagszustand Kantonsstrassen: Erhebung 2020
a78a56bb-9e07-4600-8829-10ae76dda080,Sondernutzungsplanung Gemeinde Lachen
f8d496d4-9d30-4c59-912d-04e20286a617,Nutzungsplanung kantonal Teil Strasse Grosskreisel Siebnen
7e5c8bed-1b0a-449f-af20-cbeaccdfc1f9,Sondernutzungsplanung Gemeinde Gersau
009cd049-f54b-40cf-8c7a-e9b678e15ce8,"Lärmempfindlichkeitsstufen (in Nutzungszonen),  Gemeinde Vorderthal"
